State,Suburb,Postgraduate Degree Level,Graduate Diploma and Graduate Certificate Level,Bachelor Degree Level,Advanced Diploma and Diploma Level,Certificate III & IV Level,Secondary Education - Years 10 and above,Certificate I & II Level,Secondary Education - Years 9 and below,Supplementary Codes,Not stated,Not applicable,Total
NSW,Coomba Park,13,0,27,29,140,142,0,84,22,97,62,627
NSW,Coombadjha,0,0,4,0,0,4,0,6,0,0,5,21
NSW,Coombell,0,0,0,0,3,6,0,5,0,7,0,19
NSW,Coomealla,0,10,28,27,89,231,0,102,14,173,150,826
NSW,Coomoo Coomoo,0,0,3,0,0,3,0,0,0,0,0,10
NSW,Coonabarabran,43,32,203,158,476,916,4,350,86,410,608,3290
NSW,Coonamble,16,12,126,107,304,688,4,366,53,507,571,2749
NSW,Coongbar,0,0,0,0,0,0,0,0,0,6,0,4
NSW,Cooperabung,3,4,31,24,48,68,6,15,8,30,55,296
NSW,Coopernook,0,0,21,33,105,134,0,68,17,69,99,540
NSW,Coopers Gully,3,3,10,5,28,41,0,10,7,20,33,168
NSW,Coopers Shoot,15,7,44,28,30,44,0,10,11,49,35,266
NSW,Cooplacurripa,0,0,6,0,0,3,0,3,0,4,0,13
NSW,Coorabell,25,6,76,43,38,90,0,18,15,40,69,421
NSW,Cooranbong,217,96,589,476,858,1158,8,372,174,563,943,5448
NSW,Cootamundra,58,58,392,417,1058,1869,8,805,200,751,1160,6787
NSW,Cootralantra,0,0,8,7,15,13,0,8,3,7,27,90
NSW,Cooyal,3,0,6,7,20,28,0,11,4,13,24,114
NSW,Copacabana,111,62,393,263,436,552,0,111,84,158,571,2732
NSW,Cope,0,0,0,3,18,27,0,14,3,18,29,125
NSW,Copeland,4,0,9,3,11,15,0,0,5,3,11,67
NSW,Copeton,0,0,6,3,5,13,0,0,0,6,14,46
NSW,Copmanhurst,0,0,3,35,50,72,0,39,9,30,48,302
NSW,Coppabella (NSW),0,0,0,0,0,0,0,0,0,0,0,12
NSW,Copperhannia,0,0,0,0,4,0,0,0,0,4,0,5
NSW,Coraki,6,11,45,74,200,303,0,201,39,163,241,1278
NSW,Coralville,0,0,9,6,14,42,0,19,7,29,14,143
NSW,Coramba,14,3,63,68,163,205,0,62,14,79,144,812
NSW,Corang,0,0,0,0,3,0,0,0,0,4,0,11
NSW,Corangula,0,0,0,0,3,9,0,7,0,5,0,22
NSW,Corbie Hill,6,0,13,12,38,76,0,23,3,32,33,232
NSW,Cordeaux,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Cordeaux Heights,219,84,665,372,699,1087,4,260,147,159,864,4556
NSW,Coree,0,0,7,0,4,8,0,5,0,0,15,41
NSW,Coreen,0,0,5,7,19,32,0,3,5,13,26,112
NSW,Corindi Beach,21,20,130,118,299,406,0,131,48,128,375,1684
NSW,Corinella (NSW),0,0,5,4,4,21,0,0,0,14,18,75
NSW,Corlette,137,68,531,548,884,1330,6,322,189,476,858,5354
NSW,Corndale (NSW),13,10,47,27,43,84,0,18,4,22,56,320
NSW,Corney Town,0,0,3,3,13,23,0,17,0,6,10,75
NSW,Cornwallis,0,0,5,0,4,12,0,10,5,0,15,53
NSW,Corobimilla,0,0,4,5,11,18,0,9,6,0,12,70
NSW,Corowa,47,43,301,305,947,1552,4,570,127,690,890,5482
NSW,Corrabare,0,0,0,0,0,11,0,0,0,0,0,10
NSW,Corrimal,153,83,632,515,1112,1574,4,613,208,476,1149,6518
NSW,Corrong,0,0,0,0,0,4,0,0,0,0,0,3
NSW,Corrowong,0,0,0,0,3,0,0,0,0,3,0,9
NSW,Corunna,0,0,16,8,14,14,0,3,0,7,4,60
NSW,Cottage Point,13,5,23,14,7,10,0,0,3,29,7,102
NSW,Cottonvale (NSW),0,0,0,0,0,4,0,11,0,0,9,24
NSW,Cougal,0,0,6,0,4,14,0,5,0,4,0,33
NSW,Countegany,0,0,5,0,8,16,0,4,0,0,3,29
NSW,Courabyra,0,0,11,4,15,19,0,8,4,13,27,96
NSW,Couradda,0,0,4,0,4,15,0,0,0,10,10,53
NSW,Couragago,0,0,0,0,0,0,0,0,0,0,7,12
NSW,Couridjah,0,0,21,25,45,91,0,24,7,21,60,304
NSW,Coutts Crossing,7,4,34,54,196,294,4,108,25,93,247,1064
NSW,Cow Flat,0,0,5,8,12,14,0,8,0,17,11,66
NSW,Cowabbie,0,0,0,0,0,5,0,0,0,0,0,15
NSW,Cowan,30,11,78,43,114,143,0,24,23,38,136,647
NSW,Cowper,0,0,0,4,14,24,0,9,4,17,16,91
NSW,Cowra,77,92,561,515,1554,2771,23,1260,263,1156,1797,10061
NSW,Coxs Creek,0,3,8,4,8,11,0,0,0,9,13,53
NSW,Coxs Crown,0,0,0,0,4,5,0,0,0,0,3,6
NSW,Crabbes Creek,7,5,20,24,49,70,0,16,9,49,45,288
NSW,Crackenback,15,0,14,18,33,39,0,0,4,23,43,191
NSW,Craigie (NSW),0,0,3,0,5,3,0,0,0,3,0,26
NSW,Cranebrook,290,144,1115,1064,2659,4440,15,1081,366,931,3643,15763
NSW,Crangan Bay,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Craven,6,4,4,8,15,30,0,21,5,21,10,116
NSW,Craven Plateau,0,0,0,0,0,0,0,0,0,0,0,3
NSW,Crawford River,0,0,8,8,11,10,0,4,0,9,0,47
NSW,Crawney,0,0,4,3,4,7,0,3,0,0,3,35
NSW,Creewah,0,0,3,4,3,12,0,3,0,0,4,35
NSW,Cremorne (NSW),1345,312,3236,1047,540,1754,0,177,307,838,1675,11221
NSW,Cremorne Point,330,86,684,191,93,388,0,36,67,214,329,2413
NSW,Crescent Head,25,28,160,125,273,356,4,92,44,163,254,1532
NSW,Crestwood,181,77,519,358,641,1162,3,353,143,393,778,4599
NSW,Cringila,14,8,70,102,235,645,0,292,131,222,462,2198
NSW,Croki,0,0,5,7,10,17,0,4,0,3,0,46
NSW,Cromer (NSW),253,107,966,773,1032,1734,4,382,290,465,1599,7594
NSW,Cronulla,802,345,2791,1958,2777,4162,8,643,664,1678,2230,18073
NSW,Crooble,0,0,5,5,9,24,0,7,0,8,15,63
NSW,Croobyar,9,0,13,12,23,42,0,18,6,13,23,158
NSW,Crooked Corner,0,0,4,0,18,18,0,6,0,18,6,60
NSW,Crookwell,23,33,128,164,467,725,0,292,69,299,429,2640
NSW,Croom,0,3,11,5,21,27,0,9,9,11,18,114
NSW,Croppa Creek,4,0,9,5,8,28,0,5,5,19,25,121
NSW,Cross Roads (NSW),0,3,0,5,3,0,0,0,4,0,3,23
NSW,Crosslands,6,3,34,39,100,141,0,33,10,43,158,569
NSW,Croudace Bay,9,6,61,40,96,116,0,49,17,31,136,576
NSW,Crowdy Bay National Park,0,0,0,0,0,0,0,0,0,4,0,4
NSW,Crowdy Head,4,0,4,5,11,26,0,11,4,10,3,75
NSW,Crows Nest (NSW),594,159,1395,414,233,776,0,72,96,415,641,4796
NSW,Crowther,0,0,4,9,10,12,0,3,3,7,7,57
NSW,Crowther Island,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Croydon (NSW),864,244,2022,742,745,2368,3,724,432,724,1756,10613
NSW,Croydon Park (NSW),585,154,1693,845,1070,2821,0,768,457,611,2010,11014
NSW,Crudine,5,4,4,4,12,17,0,8,0,13,10,66
NSW,Cryon,0,0,4,0,0,17,0,0,0,4,16,41
NSW,Crystal Creek (NSW),7,3,19,18,46,60,0,23,3,20,61,256
NSW,Cubba,0,0,0,3,10,6,0,0,4,0,9,35
NSW,Cudal,10,0,40,41,87,141,0,57,20,47,109,553
NSW,Cudgegong,0,0,4,0,14,4,0,5,0,3,10,45
NSW,Cudgel,0,3,0,0,6,4,0,0,0,8,7,31
NSW,Cudgen,17,12,81,60,165,214,0,60,19,46,180,852
NSW,Cudgera Creek,7,0,32,26,55,82,0,17,6,24,75,325
NSW,Cudmirrah,3,3,23,18,80,63,0,20,13,17,36,280
NSW,Culburra Beach,48,46,180,189,553,726,0,311,72,366,389,2878
NSW,Culcairn,8,7,83,98,239,370,5,141,38,155,331,1475
NSW,Cullen Bullen,0,0,10,7,30,55,0,35,6,86,41,281
NSW,Cullenbone,0,4,4,0,6,7,0,0,0,0,10,32
NSW,Cullendore,0,0,0,0,3,5,0,0,0,4,0,18
NSW,Cullerin,0,0,10,3,9,10,0,3,0,4,0,38
NSW,Cullivel,0,0,0,0,4,0,0,3,0,0,4,15
NSW,Culmaran Creek,0,0,4,0,0,0,0,0,0,0,0,11
NSW,Cumbalum,36,36,183,121,260,338,0,72,44,69,367,1522
NSW,Cumbandry,0,0,0,0,4,0,0,0,0,0,5,18
NSW,Cumberland Reach,5,0,3,10,41,43,0,17,0,19,36,180
NSW,Cumbo,0,0,0,0,5,0,0,0,0,5,4,14
NSW,Cumborah,0,0,7,15,32,53,0,26,4,71,35,248
NSW,Cumnock,0,5,28,32,64,130,0,44,18,43,87,444
NSW,Cundle Flat,0,0,0,0,0,5,0,3,0,0,4,14
NSW,Cundletown,23,21,88,138,322,535,0,217,67,258,393,2053
NSW,Cundumbul,0,0,7,9,3,3,0,0,4,5,5,37
NSW,Cunjurong Point,0,0,12,9,14,11,0,9,4,0,7,72
NSW,Cunningar,5,4,15,8,20,46,0,13,8,17,17,144
NSW,Cunninyeuk,0,0,3,6,0,15,0,0,0,0,12,33
NSW,Curban,3,4,14,8,21,36,0,12,4,11,19,124
NSW,Curl Curl,168,50,455,196,184,447,0,75,67,193,585,2416
NSW,Curlew Waters,0,0,0,0,0,10,0,0,0,0,5,13
NSW,Curlewis (NSW),5,3,24,42,120,239,0,117,14,67,142,774
NSW,Curlwaa,3,0,28,17,84,90,0,43,6,59,62,390
NSW,Curra Creek,0,5,9,3,10,12,0,10,4,10,10,67
NSW,Currabubula,0,4,18,23,57,83,0,38,12,37,73,334
NSW,Curragh,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Curramore (NSW),10,3,50,17,20,41,0,8,10,15,31,192
NSW,Currans Hill,76,52,354,413,841,1480,3,321,133,216,1430,5311
NSW,Currarong,14,6,46,29,92,114,0,30,13,71,35,449
NSW,Currawang,8,0,22,17,34,24,0,4,8,38,33,184
NSW,Currawarna,6,0,18,3,24,53,0,15,3,38,38,188
NSW,Curraweela,0,0,4,8,6,11,0,5,0,0,3,46
NSW,Curricabark,0,0,0,0,0,4,0,0,0,7,0,11
NSW,Currowan,0,0,4,6,9,16,0,5,0,3,3,55
NSW,Cuttabri,0,0,0,0,3,19,0,0,0,3,12,44
NSW,Cuttagee,0,3,12,5,8,12,0,0,4,6,6,54
NSW,Dabee,0,0,0,0,6,7,0,3,4,3,12,37
NSW,Daceyville,40,10,86,68,123,337,0,117,53,232,140,1208
NSW,Dairy Arm,0,3,6,3,0,5,0,0,0,0,10,29
NSW,Dairy Flat,0,0,0,0,5,7,0,0,0,0,0,19
NSW,Dairymans Plains,4,0,18,10,33,34,0,15,11,5,22,157
NSW,Daleys Point,18,7,84,61,111,177,0,53,33,65,74,681
NSW,Dalgety,3,6,22,16,43,51,0,16,7,10,31,205
NSW,Dalmeny,23,37,144,134,316,485,0,168,72,267,287,1937
NSW,Dalmorton,0,0,0,0,0,0,0,0,0,0,0,3
NSW,Dalswinton,0,0,0,3,5,6,0,6,3,5,9,53
NSW,Dalton,4,4,20,8,35,54,0,27,0,13,24,194
NSW,Dalwood (Ballina - NSW),5,6,31,18,38,51,0,25,5,15,39,235
NSW,Dalwood (Singleton - NSW),0,0,3,10,22,34,0,11,3,5,13,107
NSW,Dandaloo,0,0,0,9,4,10,0,3,0,3,7,38
NSW,Dandry,0,3,4,5,18,22,0,12,3,8,14,93
NSW,Dangar Island,41,13,55,24,27,52,0,0,6,26,61,305
NSW,Dangarsleigh,11,3,20,18,21,37,0,5,3,19,20,155
NSW,Dangelong,0,0,0,0,0,0,0,0,0,0,0,3
NSW,Dapto,141,90,575,666,2062,3062,9,1012,330,758,2033,10729
NSW,Darawank,0,0,30,25,76,93,0,34,13,37,89,401
NSW,Darbalara,0,0,0,0,8,12,0,4,0,11,16,54
NSW,Darbys Falls,0,0,12,16,45,72,0,29,12,40,25,247
NSW,Dareton,0,3,15,17,57,96,3,110,7,95,94,505
NSW,Dargan,0,0,12,7,17,22,0,5,4,12,10,91
NSW,Dark Corner,0,0,0,3,3,7,0,0,0,0,0,20
NSW,Darkes Forest,3,0,13,15,17,29,0,0,5,14,17,112
NSW,Darkwood,10,0,31,18,22,25,0,4,3,12,41,178
NSW,Darling Point,508,103,1111,311,141,794,0,49,116,616,431,4192
NSW,Darlinghurst,1436,294,3506,890,549,1763,3,170,275,1899,542,11317
NSW,Darlington (Singleton - NSW),5,0,31,22,75,103,0,31,12,32,66,367
NSW,Darlington (Sydney - NSW),351,64,1026,149,109,868,0,37,58,268,161,3093
NSW,Darlington Point,3,8,54,39,159,295,4,180,25,143,243,1155
NSW,Darlow,0,0,0,6,3,5,0,6,0,3,8,36
NSW,Dartbrook,0,3,10,7,17,31,0,6,4,8,27,109
NSW,Daruka,22,8,82,93,159,155,0,41,16,39,166,781
NSW,Davidson,145,75,503,291,267,647,0,97,128,114,578,2845
NSW,Davis Creek,0,0,0,0,0,6,0,0,0,4,8,21
NSW,Davistown,29,23,172,230,501,626,0,214,79,194,414,2492
NSW,Dawes Point,68,5,112,25,8,75,0,0,4,35,25,361
NSW,Daysdale,0,0,8,4,9,33,0,10,4,15,18,97
NSW,Dean Park,74,19,262,204,474,883,3,265,96,225,718,3224
NSW,Deauville,0,0,0,3,12,4,0,3,0,4,0,25
NSW,Debenham,0,0,0,0,0,0,0,0,0,3,0,4
NSW,Dee Why,1079,365,3786,2187,2518,4870,36,817,786,1617,3461,21518
NSW,Deep Creek (Clarence Valley - NSW),3,0,0,0,0,0,0,0,0,0,3,5
NSW,Deep Creek (Kempsey - NSW),0,0,4,8,19,18,0,10,8,8,10,90
NSW,Deep Creek (Kyogle - NSW),0,4,0,0,7,8,0,0,0,0,7,33
NSW,Deepwater (NSW),4,6,16,31,68,136,0,54,15,63,41,433
NSW,Deer Vale,3,0,15,10,20,34,0,16,6,14,52,160
NSW,Delegate,4,0,16,23,50,111,0,52,9,44,46,355
NSW,Delungra,0,7,24,23,94,171,4,74,12,82,151,641
NSW,Denham Court,72,14,252,137,282,504,0,112,79,249,283,1985
NSW,Denhams Beach,7,10,49,47,79,149,0,68,28,124,85,646
NSW,Deniliquin,88,74,478,426,1211,2056,7,843,184,1129,1361,7861
NSW,Denistone,346,96,848,263,257,887,0,139,111,162,643,3749
NSW,Denistone East,214,43,438,175,155,460,0,91,83,94,490,2248
NSW,Denistone West,98,21,192,72,56,178,0,37,27,41,217,930
NSW,Denman,3,4,58,97,323,497,0,217,42,181,375,1789
NSW,Depot Beach,0,0,3,0,7,8,0,0,0,0,0,19
NSW,Derriwong,0,0,0,3,6,4,0,4,0,5,7,38
NSW,Deua,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Deua River Valley,3,0,9,8,11,13,0,4,3,10,10,78
NSW,Devils Hole,0,0,6,0,3,9,0,0,0,4,0,23
NSW,Dewitt,0,0,0,0,0,4,0,3,0,3,0,14
NSW,Dharruk,29,9,133,145,312,918,0,277,96,210,644,2776
NSW,Dhulura,0,0,12,0,0,3,0,4,0,5,17,48
NSW,Dhuragoon,0,0,4,0,0,11,0,0,0,3,5,25
NSW,Diamond Beach,17,16,81,92,180,188,0,51,31,74,148,880
NSW,Diamond Head,0,0,0,0,0,0,0,0,0,4,0,4
NSW,Diehard,0,0,3,4,7,16,3,0,0,7,5,44
NSW,Diggers Camp,0,4,0,0,3,9,0,0,0,0,0,18
NSW,Dignams Creek,4,0,12,7,10,23,0,5,0,17,10,85
NSW,Dilkoon,0,0,0,0,14,13,0,8,0,3,12,53
NSW,Dilpurra,0,0,0,6,0,0,0,0,0,3,8,22
NSW,Dingo Forest,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Dinoga,0,0,4,0,12,13,0,11,0,6,6,58
NSW,Dirnaseer,0,3,5,4,13,23,0,0,0,18,14,76
NSW,Dirty Creek,0,0,4,3,20,12,0,9,4,14,21,85
NSW,Dobies Bight,0,3,13,4,16,38,0,11,0,20,26,136
NSW,Doctor George Mountain,4,0,9,5,10,12,0,3,0,7,12,62
NSW,Doctors Gap,0,0,0,0,5,12,0,0,5,0,5,35
NSW,Dog Rocks,0,0,0,0,0,0,0,0,0,3,0,5
NSW,Dolans Bay,23,6,100,70,81,154,0,21,23,18,95,599
NSW,Dolls Point,61,22,237,196,217,381,0,85,72,122,254,1657
NSW,Dollys Flat,0,0,4,5,11,14,0,12,0,8,14,74
NSW,Dolphin Point,0,6,18,19,39,41,0,17,3,38,24,201
NSW,Dombarton,4,0,23,7,24,25,0,12,0,13,30,140
NSW,Donald Creek,5,0,4,0,0,10,0,0,0,0,6,27
NSW,Dondingalong,3,8,45,48,134,166,6,73,23,63,87,667
NSW,Doon Doon,0,0,5,11,9,22,0,8,0,19,13,91
NSW,Doonbah,0,0,16,9,39,82,0,45,5,35,14,240
NSW,Doonside,322,82,1317,831,1423,4009,20,1224,438,1057,2735,13452
NSW,Dooralong,9,9,33,32,53,108,0,30,7,33,47,359
NSW,Dora Creek,37,14,109,110,324,448,0,155,60,154,234,1647
NSW,Dorrigo,19,17,91,72,185,339,0,152,37,122,163,1193
NSW,Dorrigo Mountain,3,0,13,12,14,23,0,4,8,8,4,94
NSW,Dorroughby,0,4,22,12,15,29,0,3,5,27,19,140
NSW,Double Bay,549,106,1375,349,170,838,0,95,119,510,532,4643
NSW,Doubtful Creek,0,4,8,10,26,39,0,17,7,9,29,143
NSW,Douglas Park,29,23,115,96,260,355,3,65,38,104,269,1360
NSW,Dover Heights,331,67,1026,300,152,699,0,108,90,218,807,3802
NSW,Downside,4,0,17,4,17,37,0,9,7,4,20,118
NSW,Doyalson,4,0,12,16,50,127,0,35,3,9,53,309
NSW,Doyalson North,0,0,10,19,78,116,4,83,11,52,13,384
NSW,Doyles Creek,0,0,0,3,12,9,0,0,5,9,6,46
NSW,Doyles River,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Drake,7,5,14,17,57,86,0,46,5,75,39,340
NSW,Drildool,0,0,0,0,0,9,0,5,0,4,0,14
NSW,Dripstone,0,4,7,3,20,20,0,7,0,4,12,76
NSW,Drummoyne,1062,308,2628,1019,892,2103,3,533,417,1082,1906,11950
NSW,Dry Creek (NSW),3,0,3,4,4,9,0,0,4,3,4,33
NSW,Dry Plain,0,0,4,4,12,12,0,3,0,3,5,40
NSW,Dubbo,715,488,3445,2269,6226,9860,36,3118,962,3561,8249,38943
NSW,Duck Creek,0,0,7,0,7,13,0,6,0,10,9,57
NSW,Duckenfield,3,0,11,3,23,34,0,17,3,3,18,107
NSW,Duckmaloi,0,0,4,4,14,10,0,3,3,11,8,49
NSW,Dudley,127,41,408,211,335,451,0,122,65,142,514,2415
NSW,Duffys Forest,20,4,99,35,45,125,0,23,18,15,92,475
NSW,Dulguigan,0,3,19,15,19,29,0,7,0,6,18,126
NSW,Dulwich Hill,1161,423,2778,1064,1140,2628,3,781,462,1123,2151,13710
NSW,Dum Dum,3,6,16,10,14,33,0,10,0,17,4,121
NSW,Dumaresq,5,4,15,4,3,13,0,0,9,13,19,83
NSW,Dumaresq Island,4,0,6,6,14,11,0,4,3,8,11,66
NSW,Dumaresq Valley,0,0,0,6,0,5,0,6,0,7,16,37
NSW,Dumbudgery,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Dunbible,5,10,40,21,57,90,0,28,9,43,51,354
NSW,Dunbogan,14,14,66,83,210,282,0,105,53,100,79,1002
NSW,Duncans Creek,0,0,3,4,11,12,0,3,4,10,7,57
NSW,Dundas (NSW),288,73,750,354,453,1192,4,250,150,317,903,4735
NSW,Dundas Valley,382,66,842,380,505,1334,4,305,193,345,1051,5411
NSW,Dundee,0,0,17,7,25,42,0,12,3,16,24,156
NSW,Dundurrabin,0,0,0,7,17,25,0,11,0,14,15,94
NSW,Dunedoo,6,8,61,56,137,320,0,153,27,227,228,1219
NSW,Dungarubba,0,0,5,4,7,21,0,6,6,7,12,60
NSW,Dungay,4,5,23,15,41,53,0,17,9,11,44,218
NSW,Dungeree,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Dungog,23,24,127,109,313,542,0,257,57,248,327,2024
NSW,Dungowan,3,6,24,23,79,87,0,32,9,34,102,401
NSW,Dunkeld (NSW),6,0,7,0,11,7,0,4,0,6,5,42
NSW,Dunmore (NSW),4,0,21,14,37,52,0,25,8,6,34,208
NSW,Dunolly (NSW),0,0,3,3,13,29,0,15,3,5,13,92
NSW,Dunoon,20,20,98,44,103,160,0,42,21,65,121,688
NSW,Duns Creek,10,6,56,49,90,138,0,27,12,32,121,546
NSW,Dunville Loop,0,0,0,0,0,4,0,0,0,0,0,14
NSW,Dural (Hornsby - NSW),399,133,1269,678,779,1851,5,363,299,414,1377,7569
NSW,Dural (Singleton - NSW),0,0,0,0,0,0,0,0,0,0,0,0
NSW,Duramana,0,5,26,16,39,51,0,15,11,8,36,204
NSW,Duranbah,4,0,28,14,35,65,0,11,8,32,35,238
NSW,Duri,9,0,37,28,109,147,0,36,9,52,107,531
NSW,Duroby,0,0,4,5,17,20,0,5,0,4,0,57
NSW,Durran Durra,12,0,11,10,18,15,0,10,6,12,23,107
NSW,Durras North,0,0,5,0,10,5,0,0,0,6,0,27
NSW,Durren Durren,0,0,6,12,14,14,0,3,0,6,21,78
NSW,Duval,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Dyers Crossing,5,7,18,26,73,86,0,30,5,32,48,340
NSW,Dyraaba,0,0,5,7,19,25,0,9,0,9,15,94
NSW,Dyrring,0,0,4,4,22,16,0,4,0,3,26,88
NSW,Eagle Vale,83,37,390,415,874,1845,12,417,217,311,1190,5787
NSW,Eagleton,4,9,24,14,31,40,0,15,13,13,42,208
NSW,Earlwood,803,252,2446,1324,1689,4099,9,1736,847,1300,3251,17742
NSW,East Albury,183,149,830,496,897,1436,9,399,168,454,1085,6100
NSW,East Ballina,156,148,792,486,911,1339,7,299,177,351,918,5574
NSW,East Branxton,17,17,78,115,386,408,4,142,35,129,492,1809
NSW,East Coraki,0,0,16,14,40,70,0,5,9,24,29,203
NSW,East Corrimal,134,55,351,264,580,797,0,280,102,209,621,3406
NSW,East Gosford,136,57,540,394,561,974,0,327,142,415,701,4238
NSW,East Gresford,4,0,15,20,58,75,0,40,3,25,62,309
NSW,East Hills,98,32,356,265,476,860,0,249,111,215,553,3205
NSW,East Jindabyne,29,13,111,64,129,141,0,10,9,45,145,695
NSW,East Kangaloon,6,3,7,10,10,21,0,5,4,10,4,82
NSW,East Kempsey,10,12,92,68,207,341,6,129,35,154,295,1359
NSW,East Killara,296,53,726,184,114,724,0,116,101,134,535,2974
NSW,East Kurrajong,49,23,156,185,428,509,0,116,56,183,492,2195
NSW,East Lindfield,402,90,924,280,119,712,0,138,112,112,828,3714
NSW,East Lismore,121,62,481,265,758,1315,7,420,143,538,883,4988
NSW,East Lynne,3,3,4,7,19,22,0,4,0,7,17,95
NSW,East Maitland,238,147,1054,854,2023,2961,6,1117,300,986,2105,11785
NSW,East Ryde,200,59,490,240,195,514,0,95,70,63,521,2452
NSW,East Seaham,12,0,20,26,71,77,0,16,10,29,60,327
NSW,East Tamworth,180,128,778,398,696,1210,8,363,179,455,961,5342
NSW,East Wagga Wagga,5,4,12,9,47,56,0,18,5,28,49,235
NSW,East Wardell,6,5,17,18,59,76,0,30,6,35,62,305
NSW,Eastern Creek,8,0,55,39,125,249,0,72,21,44,216,828
NSW,Eastgardens,49,17,112,64,81,228,0,49,28,83,143,860
NSW,Eastlakes,390,70,960,488,531,1851,5,535,304,542,1250,6915
NSW,Eastwood (NSW),2080,299,3897,1402,947,4344,3,735,575,857,2713,17870
NSW,Eatonsville,5,3,4,19,32,59,0,31,9,14,41,222
NSW,Ebenezer (NSW),16,9,56,79,216,244,0,76,36,67,203,991
NSW,Ebor,0,0,10,7,26,60,0,8,5,21,24,169
NSW,Eccleston,3,0,0,0,12,8,0,0,0,10,0,35
NSW,Edderton,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Eden,33,27,170,175,471,888,7,339,90,447,499,3146
NSW,Eden Creek,4,0,15,5,29,40,0,15,4,25,7,153
NSW,Edensor Park,142,32,914,689,967,3126,14,1011,655,453,1770,9772
NSW,Edenville,0,0,3,5,11,26,0,10,0,10,13,74
NSW,Edgecliff,288,86,739,209,102,400,0,44,64,382,280,2580
NSW,Edgeroi,0,0,14,7,11,36,0,3,0,12,24,106
NSW,Edgeworth,35,29,269,340,1218,1726,9,793,166,445,1183,6209
NSW,Edith (NSW),0,0,12,10,16,28,0,5,3,14,12,92
NSW,Edmondson Park,125,26,308,175,181,527,0,98,68,150,620,2277
NSW,Edrom,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Eenaweena,0,0,0,0,4,0,0,0,0,0,3,14
NSW,Eglinton (NSW),32,28,179,138,430,532,8,158,65,156,533,2250
NSW,Eighteen Mile,0,0,0,0,0,0,0,3,0,0,0,0
NSW,Elands,4,0,20,18,28,43,0,14,8,41,37,210
NSW,Elanora Heights,204,88,671,441,518,871,3,142,166,213,1038,4362
NSW,Elcombe,0,0,0,0,4,12,0,0,0,6,6,34
NSW,Elderslie (Camden - NSW),141,82,595,489,1025,1420,0,318,130,342,1457,6003
NSW,Elderslie (Singleton - NSW),0,0,8,11,21,28,0,11,3,13,21,129
NSW,Eleebana,247,127,883,527,847,1252,6,312,184,271,1104,5756
NSW,Elermore Vale,183,66,622,358,877,1299,8,501,160,421,1031,5530
NSW,Elizabeth Bay,783,165,1635,428,238,770,0,49,113,831,211,5215
NSW,Elizabeth Beach,7,5,16,22,39,40,0,12,11,29,33,216
NSW,Elizabeth Hills,78,18,300,198,272,549,0,101,124,134,752,2534
NSW,Ellalong,13,12,44,68,217,289,0,91,33,106,235,1102
NSW,Elland,4,7,23,18,58,97,0,28,14,39,45,332
NSW,Ellangowan (NSW),0,0,10,14,63,92,0,53,3,37,58,327
NSW,Ellenborough,3,4,12,12,38,31,0,25,0,34,35,192
NSW,Ellerslie (Snowy Valleys - NSW),0,0,10,3,3,7,0,3,0,7,16,49
NSW,Ellerslie (Wentworth - NSW),0,3,7,0,11,26,0,9,0,4,19,83
NSW,Ellerston,0,0,3,4,12,30,0,4,6,31,39,129
NSW,Ellis Lane,23,13,100,67,167,199,0,45,30,27,183,859
NSW,Elong Elong,0,3,15,12,19,36,0,6,9,9,18,118
NSW,Elrington,0,0,14,6,28,29,0,12,5,8,16,113
NSW,Elsmore,3,0,14,29,45,72,0,22,9,93,65,353
NSW,Eltham (NSW),18,6,66,35,51,74,0,9,5,21,60,338
NSW,Elvina Bay,4,0,18,10,9,15,0,0,0,16,3,84
NSW,Emerald Beach,56,32,305,200,423,468,4,109,51,120,471,2232
NSW,Emerald Hill,0,0,9,13,26,32,0,3,0,25,31,143
NSW,Emerton,13,5,63,74,223,726,4,243,69,249,579,2250
NSW,Emmaville,3,4,16,24,70,153,0,79,8,85,72,521
NSW,Empire Bay,42,28,190,185,450,574,0,170,84,183,499,2401
NSW,Empire Vale,0,3,7,13,33,48,0,20,0,27,23,174
NSW,Emu Heights (NSW),97,45,267,251,580,937,3,192,90,131,691,3287
NSW,Emu Plains,218,100,696,623,1341,2178,9,689,255,717,1597,8415
NSW,Emu Swamp,9,4,31,16,19,28,0,4,11,15,32,162
NSW,Endrick,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Enfield (NSW),185,32,482,224,246,740,0,204,111,173,441,2834
NSW,Engadine,460,243,1792,1545,3058,4039,6,829,593,741,4074,17376
NSW,Englorie Park,11,0,60,24,52,98,0,19,8,39,101,415
NSW,Enmore (Armidale Regional - NSW),0,0,3,5,17,13,0,0,0,9,9,55
