Postcode,State,No motor vehicles,One motor vehicle,Two motor vehicles,Three motor vehicles,Four or more motor vehicles,Not stated,Not applicable,Total
2792,NSW,3,38,61,25,26,5,13,175
2793,NSW,6,126,195,56,48,51,131,614
2794,NSW,301,1597,1460,555,286,326,487,5011
2795,NSW,950,5572,6105,2329,1461,991,1676,19086
2797,NSW,5,33,66,35,18,21,22,198
2798,NSW,9,156,317,152,100,68,59,876
2799,NSW,67,536,586,262,138,73,148,1810
2800,NSW,1050,6194,6925,2350,1283,1062,1637,20494
2803,NSW,0,30,49,23,18,4,39,163
2804,NSW,35,351,406,168,106,114,164,1352
2805,NSW,9,47,58,28,22,24,35,215
2806,NSW,0,88,144,49,30,48,47,415
2807,NSW,4,57,72,30,22,25,53,260
2808,NSW,9,31,35,14,5,13,55,167
2809,NSW,3,17,32,17,8,12,9,99
2810,NSW,79,446,447,209,129,86,212,1615
2817,NSW,0,30,55,26,17,29,33,195
2818,NSW,0,79,122,45,50,25,19,343
2820,NSW,188,965,810,293,182,334,421,3196
2821,NSW,91,574,594,234,171,212,229,2092
2822,NSW,4,31,57,26,26,25,31,200
2823,NSW,33,163,147,74,65,64,81,619
2824,NSW,57,282,266,112,67,79,179,1038
2825,NSW,52,306,280,136,85,81,242,1177
2826,NSW,0,17,18,14,13,5,0,69
2827,NSW,92,455,493,219,95,184,270,1801
2828,NSW,17,95,90,49,37,71,41,405
2829,NSW,86,386,333,125,87,174,230,1429
2830,NSW,865,5600,6171,2115,1167,1421,1233,18569
2831,NSW,7,146,254,138,72,106,122,841
2832,NSW,40,224,194,77,57,288,138,1018
2833,NSW,36,86,48,20,13,60,75,339
2834,NSW,55,412,272,71,53,217,158,1238
2835,NSW,98,531,490,166,98,275,526,2181
2836,NSW,56,148,60,31,24,78,85,480
2838,NSW,14,26,22,7,8,42,24,135
2839,NSW,84,151,87,28,28,99,107,578
2840,NSW,86,309,242,108,76,186,352,1354
2842,NSW,8,93,105,41,29,37,82,390
2843,NSW,18,138,161,62,50,81,93,601
2844,NSW,32,191,171,70,61,58,124,712
2845,NSW,26,243,284,123,77,38,80,863
2846,NSW,3,33,47,22,10,12,97,228
2847,NSW,51,305,327,169,97,75,122,1141
2848,NSW,54,324,209,69,45,81,138,918
2849,NSW,17,200,235,123,87,78,172,904
2850,NSW,311,2102,2797,1131,684,617,1394,9031
2852,NSW,48,425,496,235,177,121,192,1698
2864,NSW,5,73,124,60,37,23,40,367
2865,NSW,12,84,134,64,54,31,62,438
2866,NSW,44,331,436,188,120,92,152,1366
2867,NSW,10,53,97,45,22,23,56,297
2868,NSW,4,74,80,25,24,11,26,251
2869,NSW,48,193,196,81,47,109,108,780
2870,NSW,289,1652,1679,544,386,341,637,5530
2871,NSW,190,1253,1262,466,254,348,437,4213
2873,NSW,7,74,70,46,30,28,28,285
2874,NSW,10,38,39,30,19,16,6,150
2875,NSW,13,94,97,62,49,30,53,401
2876,NSW,5,40,38,44,34,24,56,242
2877,NSW,85,455,451,181,118,162,310,1762
2878,NSW,10,44,30,16,18,22,38,177
2879,NSW,27,109,68,17,18,50,120,429
2880,NSW,723,3309,2459,757,354,660,1584,9842
2898,NSW,45,85,30,3,0,31,56,249
3000,VIC,15582,5519,534,53,49,2341,10374,34456
3002,VIC,469,1308,559,75,47,142,883,3477
3003,VIC,1402,1968,401,61,20,230,1119,5203
3004,VIC,1214,3588,850,98,27,460,1923,8171
3006,VIC,4863,6050,967,82,32,765,4764,17514
3008,VIC,3094,3587,771,97,36,808,2435,10836
3011,VIC,1812,5161,1955,346,122,651,2271,12321
3012,VIC,1133,4927,3384,724,279,666,1242,12358
3013,VIC,571,2756,2142,431,143,232,570,6844
3015,VIC,393,2874,2826,563,241,258,633,7778
3016,VIC,523,2444,2281,597,267,227,795,7133
3018,VIC,457,2384,2018,472,229,246,508,6318
3019,VIC,435,1431,1057,314,137,279,315,3973
3020,VIC,1545,5998,4918,1699,825,1135,1514,17636
3021,VIC,1602,6742,5999,2257,1041,1619,1322,20584
3022,VIC,101,497,359,114,57,121,98,1348
3023,VIC,741,5712,8357,3054,1623,1048,1071,21600
3024,VIC,359,4149,4195,1114,558,609,629,11608
3025,VIC,477,1789,1721,449,217,315,385,5348
3026,VIC,70,530,1166,392,196,148,64,2570
3027,VIC,80,998,1241,314,149,174,229,3186
3028,VIC,639,4143,3868,1158,589,602,739,11736
3029,VIC,1213,12823,16279,4738,2372,2528,2208,42163
3030,VIC,1683,13803,16275,4490,2120,2086,3128,43583
3031,VIC,1517,4204,1702,277,85,503,1162,9452
3032,VIC,1264,5796,3702,908,355,688,1675,14387
3033,VIC,271,1761,2374,672,337,191,357,5956
3034,VIC,298,1600,1749,527,274,185,278,4911
3036,VIC,97,520,934,308,252,86,144,2349
3037,VIC,504,4126,6361,2745,1898,709,592,16928
3038,VIC,325,2195,3506,1682,1136,373,369,9580
3039,VIC,1063,3174,1947,438,210,250,1003,8090
3040,VIC,856,4430,3491,1054,617,395,1355,12189
3041,VIC,268,1724,1914,551,324,166,450,5411
3042,VIC,397,2549,2617,722,353,229,579,7448
3043,VIC,372,2596,2667,810,371,292,465,7572
3044,VIC,822,4605,3960,968,497,454,1011,12317
3045,VIC,0,4,0,0,0,3,3,14
3046,VIC,1279,5976,4447,1098,617,865,1352,15636
3047,VIC,804,2587,1963,677,380,726,688,7823
3048,VIC,350,1785,1881,743,411,465,364,6000
3049,VIC,156,1059,1464,531,284,200,179,3872
3051,VIC,2140,3292,882,126,43,735,1617,8841
3052,VIC,396,1216,432,83,32,101,604,2858
3053,VIC,3363,2754,629,106,49,527,2972,10395
3054,VIC,569,1770,890,175,66,141,531,4138
3055,VIC,1010,3482,1590,348,156,271,1028,7885
3056,VIC,2363,5752,2206,510,187,444,1626,13095
3057,VIC,1196,3661,1140,246,88,258,900,7498
3058,VIC,1663,6097,3933,1054,464,539,1214,14969
3059,VIC,99,1204,2868,1221,889,233,253,6762
3060,VIC,480,1940,1491,471,260,307,471,5415
3061,VIC,137,601,506,199,124,159,99,1828
3062,VIC,0,0,0,0,0,0,3,10
3063,VIC,0,19,47,40,55,17,21,203
3064,VIC,972,9567,14279,4700,2581,1941,1842,35876
3065,VIC,1253,2408,727,114,46,411,1085,6040
3066,VIC,1305,2411,629,90,34,320,867,5653
3067,VIC,939,2502,800,127,36,270,1022,5691
3068,VIC,1349,4224,1996,413,134,342,1050,9512
3070,VIC,1392,5171,2802,597,253,368,1050,11628
3071,VIC,1158,3790,2287,508,208,268,924,9148
3072,VIC,1758,6504,3901,958,435,650,1478,15684
3073,VIC,2265,9044,6202,1624,853,1207,1985,23183
3074,VIC,682,2926,2478,805,394,359,549,8188
3075,VIC,668,2896,2806,971,461,473,468,8740
3076,VIC,472,3604,4357,1399,736,781,588,11939
3078,VIC,524,2367,1571,339,171,189,534,5692
3079,VIC,452,2686,2487,670,353,228,805,7678
3081,VIC,639,2366,1927,419,171,360,676,6551
3082,VIC,367,3131,3931,1592,939,400,427,10785
3083,VIC,829,4137,4160,1381,763,492,1268,13025
3084,VIC,606,3920,4050,1046,441,267,987,11324
3085,VIC,263,1933,2133,582,244,124,394,5669
3087,VIC,216,1241,1446,377,183,122,200,3783
3088,VIC,390,3289,4387,1251,680,260,552,10806
3089,VIC,78,856,1877,769,551,102,132,4372
3090,VIC,9,79,286,173,188,17,40,793
3091,VIC,6,41,158,123,148,21,36,537
3093,VIC,37,461,633,170,160,46,90,1597
3094,VIC,113,1280,1531,389,214,81,192,3805
3095,VIC,178,2329,4511,1541,1048,218,445,10269
3096,VIC,11,99,255,128,116,10,28,646
3097,VIC,0,63,178,95,114,27,44,518
3099,VIC,37,360,651,339,310,60,123,1872
3101,VIC,553,3697,3417,914,446,329,1259,10630
3102,VIC,106,831,1012,253,148,65,224,2647
3103,VIC,414,2349,2269,597,262,182,776,6846
3104,VIC,295,2173,3092,1005,501,187,695,7944
3105,VIC,258,1379,1755,515,284,105,336,4636
3106,VIC,170,1504,2554,911,550,172,454,6320
3107,VIC,178,1683,2264,621,317,118,378,5559
3108,VIC,708,4396,3574,846,384,360,1483,11748
3109,VIC,461,3980,4616,1207,616,324,1042,12255
3111,VIC,144,1228,1857,651,422,129,318,4738
3113,VIC,27,486,1246,584,437,65,109,2960
3114,VIC,12,152,476,262,257,27,60,1242
3115,VIC,11,157,517,283,268,25,46,1300
3116,VIC,92,1055,1868,631,409,131,189,4377
3121,VIC,2826,7927,3097,593,147,758,2620,17971
3122,VIC,1395,4924,2564,573,251,458,1804,11965
3123,VIC,688,3059,1897,403,214,228,1233,7715
3124,VIC,486,3122,3042,842,410,214,944,9060
3125,VIC,597,2168,1951,511,200,246,1043,6722
3126,VIC,144,988,1134,344,172,77,310,3167
3127,VIC,358,2653,2855,720,338,164,668,7752
3128,VIC,1660,4303,2288,573,248,591,1693,11348
3129,VIC,460,2595,2577,649,276,221,628,7408
3130,VIC,857,4775,4803,1146,640,344,1046,13601
3131,VIC,609,3477,3295,789,363,469,615,9627
3132,VIC,404,2677,2499,578,301,157,432,7039
3133,VIC,250,2408,3678,1027,493,175,507,8533
3134,VIC,761,4547,4991,1468,891,457,1031,14145
3135,VIC,328,2852,3178,840,439,206,471,8316
3136,VIC,781,6318,7279,1956,1172,554,1043,19099
3137,VIC,211,1783,2243,743,502,161,275,5922
3138,VIC,260,2317,3466,1276,700,234,372,8641
3139,VIC,86,1018,1958,943,879,222,271,5370
3140,VIC,295,2088,2596,909,646,218,361,7108
3141,VIC,3680,7026,1964,323,138,949,3567,17644
3142,VIC,491,2409,1789,514,303,324,1369,7195
3143,VIC,588,2231,1240,205,99,150,902,5418
3144,VIC,352,1900,1515,370,178,152,687,5150
3145,VIC,826,3515,3269,845,410,301,1604,10770
3146,VIC,556,4006,3818,993,469,332,1109,11283
3147,VIC,423,2027,2125,531,245,197,510,6063
3148,VIC,248,1438,1394,357,149,188,382,4154
3149,VIC,532,4428,5263,1511,689,393,1065,13887
3150,VIC,1298,7145,9074,2817,1289,786,2111,24521
3151,VIC,275,1571,1561,388,196,126,364,4485
3152,VIC,515,3601,5441,1674,855,344,743,13182
3153,VIC,433,3141,3217,949,431,364,521,9055
3154,VIC,41,362,719,249,164,58,86,1680
3155,VIC,464,3620,3683,1043,464,406,556,10241
3156,VIC,527,4056,5748,2067,1368,489,615,14878
3158,VIC,55,586,1117,402,237,65,115,2575
3159,VIC,15,180,371,155,132,47,54,949
3160,VIC,77,876,1371,538,347,90,158,3453
3161,VIC,669,3035,2288,490,249,302,1057,8087
3162,VIC,418,2583,2831,592,297,243,605,7565
3163,VIC,1761,7003,4079,793,382,526,1817,16370
3165,VIC,511,3783,4772,1164,535,307,759,11828
3166,VIC,859,3836,3351,869,406,371,1074,10772
3167,VIC,224,1314,1429,395,199,130,239,3921
3168,VIC,1142,3267,1975,452,249,482,1624,9196
3169,VIC,613,2919,2517,860,368,349,702,8332
3170,VIC,257,2044,3096,919,467,243,382,7409
3171,VIC,738,2747,2265,834,470,443,627,8111
3172,VIC,345,2245,3150,1201,619,288,305,8155
3173,VIC,347,2255,4045,1538,860,275,408,9734
3174,VIC,1198,5507,4549,1491,745,846,1120,15459
3175,VIC,1752,7160,5699,1891,1080,1530,1640,20758
3177,VIC,383,1582,1364,396,229,386,326,4663
3178,VIC,255,2761,5108,1966,1261,256,476,12077
3179,VIC,52,571,946,318,168,71,84,2214
3180,VIC,69,937,1261,376,189,80,139,3057
3181,VIC,2234,5284,1858,299,112,556,2121,12473
3182,VIC,2879,6592,1889,276,120,984,3278,16025
3183,VIC,1375,4162,1917,291,120,522,1477,9859
3184,VIC,822,4049,1924,317,133,468,1364,9083
3185,VIC,631,2781,1759,331,131,199,768,6599
3186,VIC,454,3535,3543,959,492,315,1249,10550
3187,VIC,320,2076,2582,689,323,223,563,6771
3188,VIC,480,2704,2751,737,316,295,765,8057
3189,VIC,177,949,948,237,86,113,293,2799
3190,VIC,312,2164,1845,329,144,176,448,5420
3191,VIC,284,1737,1653,395,187,174,491,4921
3192,VIC,652,3987,3655,795,367,351,732,10540
3193,VIC,228,2279,3433,983,512,200,569,8204
3194,VIC,427,2514,2036,431,225,153,565,6347
3195,VIC,698,4708,5795,1662,841,391,864,14948
3196,VIC,672,4508,4349,939,404,471,814,12161
3197,VIC,293,1674,1999,578,285,168,472,5462
3198,VIC,523,2964,2671,665,284,472,603,8187
3199,VIC,1644,8448,8270,2359,1109,1363,1723,24913
3200,VIC,240,934,679,186,81,256,218,2597
3201,VIC,381,3026,3295,1033,501,390,388,9019
3202,VIC,33,302,470,112,47,36,47,1043
3204,VIC,840,5233,4643,1097,458,445,1116,13829
3205,VIC,1308,3095,988,124,49,369,1341,7272
3206,VIC,445,2048,1346,236,93,143,802,5102
3207,VIC,943,4223,2199,360,111,559,1333,9724
3211,VIC,6,51,163,82,103,49,33,481
3212,VIC,163,1834,2755,1007,637,218,328,6949
3213,VIC,16,284,587,316,321,81,78,1679
3214,VIC,1124,3919,2800,890,434,926,737,10831
3215,VIC,575,3448,3366,931,466,396,608,9803
3216,VIC,1089,7922,9266,2671,1465,783,1540,24732
3217,VIC,80,1862,3622,903,446,258,428,7599
3218,VIC,534,2625,2355,560,255,242,543,7101
3219,VIC,740,3672,2868,812,454,599,574,9731
3220,VIC,557,2886,2582,652,315,305,974,8269
3221,VIC,3,31,119,60,52,10,23,297
3222,VIC,164,2401,2976,1026,603,234,618,8018
3223,VIC,125,1657,1702,483,226,281,3043,7523
3224,VIC,158,1871,2325,791,513,207,307,6171
3225,VIC,80,987,1018,220,114,142,1606,4167
3226,VIC,149,2153,3105,859,377,280,1747,8669
3227,VIC,38,580,1003,286,112,150,681,2843
3228,VIC,142,2382,4101,1142,628,318,2231,10945
3230,VIC,36,494,622,159,63,78,1562,3015
3231,VIC,11,335,291,81,39,40,1110,1911
3232,VIC,26,294,189,74,33,42,1109,1770
3233,VIC,46,535,354,114,25,111,1373,2563
3234,VIC,0,65,40,9,4,13,388,518
3235,VIC,0,44,75,32,25,24,63,265
3236,VIC,3,36,40,8,4,17,52,165
3237,VIC,0,25,51,18,13,18,63,184
3238,VIC,3,45,39,11,10,10,77,205
3239,VIC,3,58,74,34,26,24,61,271
3240,VIC,0,76,290,173,160,38,54,791
3241,VIC,30,313,476,179,160,86,134,1374
3242,VIC,4,110,168,39,48,13,70,461
3243,VIC,0,34,60,27,31,15,48,218
3249,VIC,7,239,480,269,224,89,207,1525
3250,VIC,399,1909,1807,618,339,286,478,5833
3251,VIC,5,56,90,38,35,16,40,279
3254,VIC,0,27,49,31,19,18,7,144
3260,VIC,111,618,698,288,214,148,302,2377
3264,VIC,52,327,310,140,88,54,126,1090
3265,VIC,10,177,383,217,194,74,121,1171
3266,VIC,39,326,412,214,169,78,150,1381
3267,VIC,5,11,22,17,22,7,8,88
3268,VIC,24,259,355,178,136,71,163,1181
3269,VIC,10,68,90,53,34,15,161,434
3270,VIC,6,53,58,18,10,3,211,363
3271,VIC,0,24,20,23,8,11,14,98
3272,VIC,28,218,248,104,64,55,104,821
3273,VIC,0,11,11,13,14,5,4,60
3274,VIC,3,22,31,26,16,7,20,129
3275,VIC,0,17,58,32,40,9,6,161
3276,VIC,6,30,75,32,27,5,19,196
3277,VIC,15,155,260,123,107,60,75,782
3278,VIC,0,22,51,24,22,16,7,139
3279,VIC,0,7,36,17,21,5,12,107
3280,VIC,781,5123,5101,1500,738,727,1239,15205
3281,VIC,5,71,255,159,122,18,42,672
3282,VIC,21,248,422,160,87,50,78,1061
3283,VIC,0,82,208,125,82,34,67,606
3284,VIC,72,544,667,176,85,106,743,2395
3285,VIC,4,93,196,104,71,36,96,599
3286,VIC,5,55,83,39,46,16,50,291
3287,VIC,3,32,70,29,28,12,35,196
3289,VIC,8,97,105,58,45,26,86,423
3292,VIC,6,26,32,23,7,9,167,258
3293,VIC,0,41,44,25,24,15,58,207
3294,VIC,9,112,144,78,57,31,85,514
3300,VIC,286,1628,1569,565,328,204,522,5104
3301,VIC,6,84,164,107,106,29,67,572
3302,VIC,3,27,54,38,24,9,35,192
3303,VIC,0,20,38,32,23,9,24,140
3304,VIC,37,340,385,198,151,114,156,1383
3305,VIC,283,1836,2026,800,439,333,787,6506
3309,VIC,0,11,16,11,7,3,10,63
3310,VIC,0,41,49,18,16,5,21,161
3311,VIC,47,291,251,104,77,49,149,961
3312,VIC,8,68,123,99,95,45,109,539
3314,VIC,0,48,77,56,35,14,45,284
3315,VIC,31,216,219,134,112,53,132,903
3317,VIC,0,18,39,9,15,15,26,110
3318,VIC,23,168,197,81,64,55,144,725
3319,VIC,3,45,54,30,33,33,43,230
3321,VIC,4,78,235,141,107,30,39,635
3322,VIC,4,28,25,16,6,3,16,101
3323,VIC,0,4,11,8,10,4,17,57
3324,VIC,17,84,74,46,35,25,53,330
3325,VIC,5,65,73,36,27,20,58,273
3328,VIC,3,95,320,172,124,32,11,758
3329,VIC,3,13,42,26,17,4,23,137
3330,VIC,0,18,32,12,11,12,22,113
3331,VIC,25,427,1023,430,386,81,107,2470
3332,VIC,4,55,138,95,75,28,27,424
3333,VIC,0,63,126,62,67,30,37,383
3334,VIC,3,47,88,33,35,30,41,280
3335,VIC,55,682,920,262,128,186,152,2375
3336,VIC,59,1271,2670,761,298,207,146,5409
3337,VIC,586,4509,5258,1864,1178,1031,807,15237
3338,VIC,520,3867,4834,1470,657,895,678,12917
3340,VIC,338,2764,3529,1436,1010,450,604,10131
3341,VIC,4,79,227,115,123,37,56,635
3342,VIC,49,471,552,255,172,73,187,1760
3345,VIC,6,100,207,112,55,25,69,576
3350,VIC,1628,10330,9929,2810,1415,1170,2382,29657
3351,VIC,41,529,1244,676,628,218,386,3718
3352,VIC,65,1240,2625,1329,1088,346,665,7352
3355,VIC,517,2446,1731,536,232,385,456,6315
3356,VIC,490,2686,2140,714,341,400,452,7226
3357,VIC,32,348,596,249,140,48,113,1522
3358,VIC,9,305,586,189,87,29,50,1253
3360,VIC,10,104,123,65,48,17,72,434
3361,VIC,11,97,91,51,24,28,65,373
3363,VIC,66,505,499,227,128,135,140,1698
3364,VIC,8,199,348,165,127,68,132,1062
3370,VIC,26,282,293,142,83,50,183,1054
3371,VIC,18,130,171,85,56,74,134,668
3373,VIC,45,292,391,164,131,61,208,1296
3374,VIC,5,52,70,29,24,16,25,220
3375,VIC,5,15,38,20,23,0,8,100
3377,VIC,252,1336,1252,479,317,249,430,4317
3378,VIC,0,5,13,14,14,0,14,57
3379,VIC,5,98,117,34,60,24,79,423
3380,VIC,163,1003,891,312,193,157,328,3058
3381,VIC,14,180,204,88,56,83,334,952
3384,VIC,0,46,88,57,34,26,53,300
3385,VIC,4,57,79,41,33,26,31,276
3387,VIC,0,27,39,26,24,11,10,141
3388,VIC,6,69,89,28,31,17,53,296
3390,VIC,12,147,154,63,32,26,71,501
3391,VIC,0,8,22,12,17,9,13,85
3392,VIC,5,92,83,36,31,22,66,324
3393,VIC,72,384,390,131,102,91,229,1402
3395,VIC,6,37,60,29,24,7,36,193
3396,VIC,12,117,104,48,25,19,77,399
3400,VIC,479,2477,2349,743,283,353,627,7306
3401,VIC,15,220,578,416,366,102,278,1972
3407,VIC,0,42,51,44,35,9,59,241
3409,VIC,8,103,131,82,78,29,86,521
3412,VIC,7,47,42,17,14,9,28,163
3413,VIC,0,10,19,17,26,8,28,117
3414,VIC,50,242,263,111,85,36,189,986
3415,VIC,0,3,4,3,0,0,5,20
3418,VIC,60,346,370,186,161,69,210,1404
3419,VIC,20,130,137,65,38,18,69,478
3420,VIC,6,11,31,19,28,10,27,136
3423,VIC,15,73,62,31,29,10,111,334
3424,VIC,13,95,107,64,48,23,118,466
3427,VIC,39,644,912,267,186,125,135,2300
3428,VIC,3,33,84,53,52,14,24,254
3429,VIC,549,4242,5843,2145,1314,615,705,15413
3430,VIC,0,24,20,21,32,14,17,125
3431,VIC,21,311,628,315,230,59,94,1655
3432,VIC,0,10,20,21,20,3,8,78
3433,VIC,0,8,29,18,10,4,10,77
3434,VIC,25,432,878,467,310,113,156,2370
3435,VIC,15,250,491,227,179,76,122,1350
3437,VIC,68,876,1791,690,527,138,225,4308
3438,VIC,16,194,333,153,106,26,53,879
3440,VIC,9,150,327,110,100,33,60,789
3441,VIC,11,112,253,105,39,35,92,645
3442,VIC,71,917,1299,500,297,162,345,3598
3444,VIC,154,1144,1515,590,422,241,592,4657
3446,VIC,8,121,188,65,38,25,67,520
3447,VIC,3,47,93,43,25,22,22,256
3448,VIC,0,94,168,69,57,31,69,491
3450,VIC,276,1536,969,270,133,176,352,3723
3451,VIC,33,738,981,344,235,136,303,2768
3453,VIC,11,152,284,125,111,52,82,817
3458,VIC,17,320,378,141,96,73,370,1395
3460,VIC,88,613,440,124,46,95,592,1996
3461,VIC,40,588,803,322,165,166,788,2875
3462,VIC,9,180,200,89,65,51,102,689
3463,VIC,19,387,423,191,132,72,249,1479
3464,VIC,14,117,169,76,64,28,42,511
3465,VIC,287,1768,1449,497,311,340,480,5138
3467,VIC,22,195,193,95,57,56,68,678
3468,VIC,0,38,47,25,23,6,32,168
3469,VIC,6,38,38,12,20,25,33,165
3472,VIC,20,234,237,97,70,56,169,881
3475,VIC,4,50,63,25,15,21,100,283
3477,VIC,9,62,117,77,57,29,97,455
3478,VIC,93,418,390,145,109,74,245,1466
3480,VIC,34,223,254,113,89,60,140,911
3482,VIC,3,18,24,12,9,19,28,119
3483,VIC,19,111,124,57,55,33,91,480
3485,VIC,6,38,46,23,14,14,44,189
3487,VIC,0,3,3,10,5,6,16,51
3488,VIC,5,6,16,9,7,4,14,56
3489,VIC,0,8,4,3,11,0,10,34
3490,VIC,41,163,189,78,52,69,107,700
3491,VIC,4,16,22,11,8,9,14,80
3494,VIC,15,69,79,41,37,40,62,342
3496,VIC,119,688,855,399,277,233,266,2832
3498,VIC,44,492,836,387,274,201,153,2387
3500,VIC,1017,5204,4821,1512,746,1134,1321,15748
3501,VIC,14,135,276,161,124,42,49,809
3505,VIC,65,439,671,329,221,193,178,2100
3506,VIC,0,3,5,4,3,0,3,17
3507,VIC,0,27,28,14,6,16,13,95
3509,VIC,3,23,37,18,14,15,13,120
3512,VIC,3,47,51,24,26,7,25,187
3515,VIC,3,144,391,173,117,40,56,918
3516,VIC,10,59,84,63,51,20,91,384
3517,VIC,24,167,204,104,76,67,131,776
3518,VIC,20,174,186,96,67,86,201,831
3520,VIC,0,29,15,12,5,13,31,116
3521,VIC,3,36,96,62,53,29,24,302
3522,VIC,6,30,52,22,28,16,59,206
3523,VIC,53,573,642,251,146,216,515,2390
3525,VIC,34,190,194,96,61,71,133,783
3527,VIC,14,114,108,52,35,36,57,411
3529,VIC,0,11,10,9,14,0,8,54
3530,VIC,0,15,14,11,12,3,26,90
3531,VIC,0,20,27,15,17,4,21,99
3533,VIC,16,127,96,64,32,33,83,441
3537,VIC,19,107,153,70,31,77,107,565
3540,VIC,4,42,37,14,18,13,21,151
3542,VIC,3,12,13,11,19,9,7,72
3544,VIC,0,29,23,16,26,15,25,138
3546,VIC,12,37,48,18,23,5,32,183
3549,VIC,90,340,394,184,136,220,128,1490
3550,VIC,1282,7267,6016,1760,913,913,1760,19911
3551,VIC,127,2483,5381,2242,1610,547,755,13137
3555,VIC,534,3429,3050,1009,451,501,596,9584
3556,VIC,324,1970,1969,763,461,369,390,6248
3557,VIC,0,61,128,58,55,26,38,362
3558,VIC,15,142,137,62,42,57,55,510
3559,VIC,0,47,75,49,38,32,43,296
3561,VIC,65,545,635,286,202,138,227,2102
3562,VIC,6,15,39,23,11,4,38,139
3563,VIC,9,82,117,66,45,30,28,371
3564,VIC,387,2253,2463,937,561,422,722,7743
3565,VIC,0,11,19,13,8,3,4,54
3566,VIC,6,60,84,40,33,23,47,306
3567,VIC,10,79,86,54,37,26,56,337
3568,VIC,56,405,460,163,130,79,173,1468
3570,VIC,6,42,104,72,57,64,43,377
3571,VIC,3,19,40,20,32,10,22,140
3572,VIC,0,8,9,15,13,8,12,63
3573,VIC,0,36,41,19,29,15,37,175
3575,VIC,19,101,99,77,40,39,66,429
3576,VIC,0,4,10,8,3,0,4,33
3579,VIC,130,748,755,327,212,227,321,2714
3580,VIC,15,138,179,82,45,27,61,548
3581,VIC,0,5,22,7,11,16,4,68
3583,VIC,0,9,17,20,9,7,13,74
3584,VIC,7,105,180,81,39,45,101,561
3585,VIC,336,1567,1714,557,274,325,459,5239
3586,VIC,5,45,103,64,59,22,28,317
3588,VIC,0,31,58,30,17,12,12,166
3589,VIC,0,24,45,21,20,25,31,169
3590,VIC,4,18,43,21,20,18,4,135
3591,VIC,0,5,28,6,14,4,12,74
3594,VIC,17,86,84,37,17,20,40,305
3595,VIC,14,76,94,17,25,34,65,327
3596,VIC,0,14,10,8,9,7,7,49
3597,VIC,15,36,64,35,18,17,68,251
3599,VIC,0,14,13,7,8,9,13,80
3607,VIC,0,7,21,14,12,7,16,77
3608,VIC,55,429,421,178,111,91,332,1614
3610,VIC,25,164,222,97,84,54,70,717
3612,VIC,26,253,244,128,94,103,147,997
3614,VIC,3,49,130,83,48,24,32,361
3616,VIC,77,631,816,346,235,174,257,2535
3617,VIC,0,10,20,18,8,9,0,62
3618,VIC,9,79,103,45,29,30,29,319
3620,VIC,180,1067,1189,470,338,199,304,3758
3621,VIC,31,254,346,159,102,48,69,1007
3622,VIC,4,21,65,47,36,15,16,203
3623,VIC,8,123,131,58,46,20,49,440
3624,VIC,9,64,88,40,23,19,30,256
3629,VIC,236,1371,1238,496,274,497,297,4408
3630,VIC,818,4771,4223,1356,694,1067,1082,14002
3631,VIC,64,965,2053,959,649,226,297,5216
3633,VIC,0,22,76,44,47,28,23,248
3634,VIC,9,102,227,168,123,61,72,762
3635,VIC,0,48,81,48,30,21,28,262
3636,VIC,110,721,740,321,218,164,246,2524
3637,VIC,0,33,75,48,43,22,48,270
3638,VIC,52,281,299,150,106,54,110,1052
3639,VIC,0,68,79,34,31,17,94,322
3640,VIC,6,66,120,69,68,32,56,412
3641,VIC,13,103,175,82,74,52,106,595
3646,VIC,0,47,89,44,48,15,26,268
3647,VIC,0,0,0,0,0,0,0,4
3649,VIC,0,48,58,29,28,23,17,206
3658,VIC,85,633,850,411,321,173,227,2699
3659,VIC,9,57,99,64,61,12,67,365
3660,VIC,242,1133,1071,425,260,306,360,3802
3662,VIC,5,59,144,24,3,8,50,295
3663,VIC,0,13,14,17,14,11,14,86
3664,VIC,10,141,181,82,56,15,70,553
3665,VIC,0,39,53,44,22,18,17,185
3666,VIC,102,687,831,326,208,201,393,2747
3669,VIC,16,185,227,106,70,77,122,805
3670,VIC,0,51,91,66,45,20,29,298
3672,VIC,305,1750,1606,557,309,370,532,5429
3673,VIC,5,129,285,157,133,67,120,890
3675,VIC,6,149,303,148,115,60,92,868
3677,VIC,552,3132,2863,777,403,595,628,8953
3678,VIC,30,399,1038,517,417,150,298,2857
3682,VIC,4,42,80,57,48,17,21,263
3683,VIC,18,216,277,113,101,65,63,850
3685,VIC,35,379,431,202,131,84,167,1421
3687,VIC,14,128,168,74,37,33,45,499
3688,VIC,10,64,205,111,85,44,44,556
3690,VIC,761,5043,5315,1660,841,893,990,15499
3695,VIC,0,20,63,36,50,13,13,186
3697,VIC,7,54,103,38,28,16,56,298
3698,VIC,11,142,204,61,26,18,152,613
3699,VIC,51,244,153,44,23,32,232,773
3700,VIC,17,173,194,97,59,26,68,644
3701,VIC,6,84,178,91,63,54,171,635
3704,VIC,0,0,7,3,0,0,0,12
3705,VIC,0,16,29,18,22,26,19,135
3708,VIC,0,3,13,4,10,0,8,37
3709,VIC,0,30,46,25,21,28,44,197
3711,VIC,3,54,100,47,35,33,96,368
3712,VIC,4,61,64,26,19,19,54,240
3713,VIC,17,210,178,46,28,52,381,914
